node,neigh,neicount,bunbo,ave,senderfreq,bunsan,stdhensa,hendoukeisu,max,min,max-min,seiki,force,0-1hantei,ave-hantei,bunsan-hanteo,hendoukeisuu-hantei,seiki+hendoukeisuu
2,6,3,3,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
9,6,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
4,5,3,3,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
2,5,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
6,5,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
9,5,6,6,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
1,5,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
8,5,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
10,5,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
2,1,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
4,1,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
3,1,2,2,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
5,1,6,6,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
4,3,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
7,3,2,2,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
1,3,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
8,3,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
7,8,3,3,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
4,8,6,6,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
9,8,7,7,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
12,8,3,3,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
5,8,7,7,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
3,8,3,3,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
11,8,1,1,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
13,8,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
11,12,2,2,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
8,12,6,6,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
13,12,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
15,12,2,2,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
9,12,8,8,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
7,12,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
16,12,3,3,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
3,7,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
17,16,1,1,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
4,7,7,7,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
14,16,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
12,15,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
16,15,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
17,15,2,2,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
13,15,6,6,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
11,15,3,3,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
7,11,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
12,11,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
8,11,7,7,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
15,11,3,3,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
16,17,5,5,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
15,17,4,4,1.000000,1.000000,0.000000,0.000000,0.000000,1,1,0,1.000000,f,s,s,s,s,s
1,0,5,6,1.200000,2.000000,0.160000,0.400000,0.333333,2,1,1,1.000000,,s,s,s,d,s
2,0,5,6,1.200000,2.000000,0.160000,0.400000,0.333333,2,1,1,1.000000,,s,s,s,d,s
1,0,5,7,1.400000,3.000000,0.640000,0.800000,0.571429,3,1,2,1.000000,,s,s,s,d,s
2,0,5,7,1.400000,3.000000,0.640000,0.800000,0.571429,3,1,2,1.000000,,s,s,s,d,s
2,1,5,8,1.600000,2.000000,0.640000,0.800000,0.500000,3,1,2,0.500000,,s,s,s,d,d
4,1,7,8,1.142857,2.000000,0.122449,0.349927,0.306186,2,1,1,1.000000,,s,s,s,d,s
3,1,4,5,1.250000,2.000000,0.187500,0.433013,0.346410,2,1,1,1.000000,,s,s,s,d,s
5,1,7,8,1.142857,2.000000,0.122449,0.349927,0.306186,2,1,1,1.000000,,s,s,s,d,s
1,2,5,8,1.600000,2.000000,0.640000,0.800000,0.500000,3,1,2,0.500000,,s,s,s,d,d
5,2,7,9,1.285714,2.000000,0.204082,0.451754,0.351364,2,1,1,1.000000,,s,s,s,d,s
4,2,7,9,1.285714,2.000000,0.204082,0.451754,0.351364,2,1,1,1.000000,,s,s,s,d,s
6,2,4,5,1.250000,2.000000,0.187500,0.433013,0.346410,2,1,1,1.000000,,s,s,s,d,s
1,2,5,9,1.800000,3.000000,0.960000,0.979796,0.544331,3,1,2,1.000000,,s,s,s,d,s
5,2,7,10,1.428571,3.000000,0.530612,0.728431,0.509902,3,1,2,1.000000,,s,s,s,d,s
4,2,7,10,1.428571,3.000000,0.530612,0.728431,0.509902,3,1,2,1.000000,,s,s,s,d,s
6,2,4,6,1.500000,3.000000,0.750000,0.866025,0.577350,3,1,2,1.000000,,s,s,s,d,s
2,1,5,9,1.800000,3.000000,0.960000,0.979796,0.544331,3,1,2,1.000000,,s,s,s,d,s
4,1,7,11,1.571429,3.000000,0.816326,0.903508,0.574960,3,1,2,1.000000,,s,s,s,d,s
3,1,4,6,1.500000,3.000000,0.750000,0.866025,0.577350,3,1,2,1.000000,,s,s,s,d,s
5,1,7,11,1.571429,3.000000,0.816326,0.903508,0.574960,3,1,2,1.000000,,s,s,s,d,s
2,1,5,10,2.000000,4.000000,1.600000,1.264911,0.632456,4,1,3,1.000000,,s,s,d,d,s
4,1,7,12,1.714286,4.000000,1.346939,1.160577,0.677003,4,1,3,1.000000,,s,s,d,d,s
3,1,4,7,1.750000,4.000000,1.687500,1.299038,0.742307,4,1,3,1.000000,,s,s,d,d,s
5,1,7,12,1.714286,4.000000,1.346939,1.160577,0.677003,4,1,3,1.000000,,s,s,d,d,s
4,5,7,13,1.857143,2.000000,1.265306,1.124858,0.605693,4,1,3,0.333333,,d,s,d,d,d
2,5,5,11,2.200000,2.000000,1.360000,1.166190,0.530087,4,1,3,0.333333,,d,d,d,d,d
6,5,4,7,1.750000,2.000000,0.687500,0.829156,0.473804,3,1,2,0.500000,,s,s,s,d,d
9,5,8,9,1.125000,2.000000,0.109375,0.330719,0.293972,2,1,1,1.000000,,s,s,s,d,s
1,5,5,10,2.000000,2.000000,0.800000,0.894427,0.447214,3,1,2,0.500000,,s,s,s,d,d
8,5,7,8,1.142857,2.000000,0.122449,0.349927,0.306186,2,1,1,1.000000,,s,s,s,d,s
10,5,5,6,1.200000,2.000000,0.160000,0.400000,0.333333,2,1,1,1.000000,,s,s,s,d,s
7,4,5,6,1.200000,2.000000,0.160000,0.400000,0.333333,2,1,1,1.000000,,s,s,s,d,s
5,6,7,13,1.857143,2.000000,1.265306,1.124858,0.605693,4,1,3,0.333333,,d,s,d,d,d
10,6,5,7,1.400000,2.000000,0.240000,0.489898,0.349927,2,1,1,1.000000,,s,s,s,d,s
2,6,5,12,2.400000,2.000000,1.040000,1.019804,0.424918,4,1,3,0.333333,,d,d,d,d,d
9,6,8,10,1.250000,2.000000,0.187500,0.433013,0.346410,2,1,1,1.000000,,s,s,s,d,s
8,9,7,9,1.285714,2.000000,0.204082,0.451754,0.351364,2,1,1,1.000000,,s,s,s,d,s
5,9,7,14,2.000000,2.000000,1.142857,1.069045,0.534522,4,1,3,0.333333,,d,s,d,d,d
10,9,5,8,1.600000,2.000000,0.240000,0.489898,0.306186,2,1,1,1.000000,,s,s,s,d,s
13,9,6,7,1.166667,2.000000,0.138889,0.372678,0.319438,2,1,1,1.000000,,s,s,s,d,s
6,9,4,8,2.000000,2.000000,0.500000,0.707107,0.353553,3,1,2,0.500000,,s,s,s,d,d
4,9,7,14,2.000000,2.000000,1.142857,1.069045,0.534522,4,1,3,0.333333,,d,s,d,d,d
12,9,5,6,1.200000,2.000000,0.160000,0.400000,0.333333,2,1,1,1.000000,,s,s,s,d,s
14,9,4,5,1.250000,2.000000,0.187500,0.433013,0.346410,2,1,1,1.000000,,s,s,s,d,s
9,10,8,11,1.375000,2.000000,0.234375,0.484123,0.352089,2,1,1,1.000000,,s,s,s,d,s
6,10,4,9,2.250000,2.000000,0.187500,0.433013,0.192450,3,2,1,0.000000,,d,d,s,d,d
14,10,4,6,1.500000,2.000000,0.250000,0.500000,0.333333,2,1,1,1.000000,,s,s,s,d,s
5,10,7,15,2.142857,2.000000,0.979592,0.989743,0.461880,4,1,3,0.333333,,d,d,s,d,d
13,10,6,8,1.333333,2.000000,0.222222,0.471405,0.353553,2,1,1,1.000000,,s,s,s,d,s
7,8,5,7,1.400000,2.000000,0.240000,0.489898,0.349927,2,1,1,1.000000,,s,s,s,d,s
4,8,7,15,2.142857,2.000000,0.979592,0.989743,0.461880,4,1,3,0.333333,,d,d,s,d,d
9,8,8,12,1.500000,2.000000,0.250000,0.500000,0.333333,2,1,1,1.000000,,s,s,s,d,s
12,8,5,7,1.400000,2.000000,0.240000,0.489898,0.349927,2,1,1,1.000000,,s,s,s,d,s
5,8,7,16,2.285714,2.000000,0.775510,0.880631,0.385276,4,1,3,0.333333,,d,d,s,d,d
3,8,4,8,2.000000,2.000000,1.500000,1.224745,0.612372,4,1,3,0.333333,,d,s,d,d,d
11,8,3,4,1.333333,2.000000,0.222222,0.471405,0.353553,2,1,1,1.000000,,s,s,s,d,s
13,8,6,9,1.500000,2.000000,0.250000,0.500000,0.333333,2,1,1,1.000000,,s,s,s,d,s
4,3,7,16,2.285714,2.000000,0.775510,0.880631,0.385276,4,1,3,0.333333,,d,d,s,d,d
7,3,5,8,1.600000,2.000000,0.240000,0.489898,0.306186,2,1,1,1.000000,,s,s,s,d,s
1,3,5,11,2.200000,2.000000,0.560000,0.748331,0.340151,3,1,2,0.500000,,s,d,s,d,d
8,3,7,10,1.428571,2.000000,0.244898,0.494872,0.346410,2,1,1,1.000000,,s,s,s,d,s
3,7,4,9,2.250000,2.000000,1.187500,1.089725,0.484322,4,1,3,0.333333,,d,d,d,d,d
8,7,8,11,1.375000,1.000000,0.234375,0.484123,0.352089,2,1,1,0.000000,,d,d,s,d,d
11,7,4,5,1.250000,1.000000,0.187500,0.433013,0.346410,2,1,1,0.000000,,d,d,s,d,d
4,7,7,17,2.428571,2.000000,0.530612,0.728431,0.299942,4,2,2,0.000000,,d,d,s,d,d
12,7,6,8,1.333333,1.000000,0.222222,0.471405,0.353553,2,1,1,0.000000,,d,d,s,d,d
1,0,5,12,2.400000,4.000000,1.040000,1.019804,0.424918,4,1,3,1.000000,,s,s,d,d,s
2,0,5,13,2.600000,4.000000,1.440000,1.200000,0.461538,4,1,3,1.000000,,s,s,d,d,s
1,0,5,13,2.600000,5.000000,1.840000,1.356466,0.521718,5,1,4,1.000000,,s,s,d,d,s
2,0,5,14,2.800000,5.000000,2.160000,1.469694,0.524891,5,1,4,1.000000,,s,s,d,d,s
1,2,5,14,2.800000,4.000000,2.160000,1.469694,0.524891,5,1,4,0.750000,,s,s,d,d,d
5,2,7,17,2.428571,4.000000,1.102041,1.049781,0.432263,4,1,3,1.000000,,s,s,d,d,s
6,2,4,10,2.500000,4.000000,0.750000,0.866025,0.346410,4,2,2,1.000000,,s,s,s,d,s
4,2,7,18,2.571429,4.000000,0.816326,0.903508,0.351364,4,2,2,1.000000,,s,s,s,d,s
2,1,5,15,3.000000,5.000000,2.800000,1.673320,0.557773,5,1,4,1.000000,,s,s,d,d,s
4,1,7,19,2.714286,5.000000,1.346939,1.160577,0.427581,5,2,3,1.000000,,s,s,d,d,s
3,1,4,10,2.500000,5.000000,2.250000,1.500000,0.600000,5,1,4,1.000000,,s,s,d,d,s
5,1,7,18,2.571429,5.000000,1.673469,1.293626,0.503077,5,1,4,1.000000,,s,s,d,d,s
1,2,5,15,3.000000,5.000000,2.800000,1.673320,0.557773,5,1,4,1.000000,,s,s,d,d,s
5,2,7,19,2.714286,5.000000,2.204082,1.484615,0.546963,5,1,4,1.000000,,s,s,d,d,s
6,2,4,11,2.750000,5.000000,1.687500,1.299038,0.472377,5,2,3,1.000000,,s,s,d,d,s
4,2,7,20,2.857143,5.000000,1.836735,1.355262,0.474342,5,2,3,1.000000,,s,s,d,d,s
5,6,7,20,2.857143,3.000000,2.122449,1.456863,0.509902,5,1,4,0.500000,,s,s,d,d,d
10,6,5,9,1.800000,3.000000,0.560000,0.748331,0.415740,3,1,2,1.000000,,s,s,s,d,s
2,6,5,16,3.200000,3.000000,2.560000,1.600000,0.500000,5,1,4,0.500000,,s,d,d,d,d
9,6,8,13,1.625000,3.000000,0.484375,0.695971,0.428290,3,1,2,1.000000,,s,s,s,d,s
2,5,5,17,3.400000,3.000000,2.240000,1.496663,0.440195,5,1,4,0.500000,,s,d,d,d,d
6,5,4,12,3.000000,3.000000,1.500000,1.224745,0.408248,5,2,3,0.333333,,d,s,d,d,d
9,5,8,14,1.750000,3.000000,0.687500,0.829156,0.473804,3,1,2,1.000000,,s,s,s,d,s
4,5,7,21,3.000000,3.000000,1.714286,1.309307,0.436436,5,2,3,0.333333,,d,s,d,d,d
8,5,8,12,1.500000,3.000000,0.500000,0.707107,0.471405,3,1,2,1.000000,,s,s,s,d,s
1,5,5,16,3.200000,3.000000,2.560000,1.600000,0.500000,5,1,4,0.500000,,s,d,d,d,d
10,5,5,10,2.000000,3.000000,0.800000,0.894427,0.447214,3,1,2,1.000000,,s,s,s,d,s
3,4,4,11,2.750000,2.000000,1.687500,1.299038,0.472377,5,2,3,0.000000,,d,d,d,d,d
1,4,5,17,3.400000,2.000000,1.840000,1.356466,0.398961,5,2,3,0.000000,,d,d,d,d,d
8,4,8,13,1.625000,2.000000,0.484375,0.695971,0.428290,3,1,2,0.500000,,s,s,s,d,d
5,4,7,21,3.000000,2.000000,1.714286,1.309307,0.436436,5,2,3,0.000000,,d,d,d,d,d
7,4,5,9,1.800000,3.000000,0.560000,0.748331,0.415740,3,1,2,1.000000,,s,s,s,d,s
2,4,5,18,3.600000,2.000000,1.440000,1.200000,0.333333,5,2,3,0.000000,,d,d,d,d,d
9,4,8,15,1.875000,2.000000,0.609375,0.780625,0.416333,3,1,2,0.500000,,s,s,s,d,d
2,1,5,19,3.800000,6.000000,2.160000,1.469694,0.386762,6,2,4,1.000000,,s,s,d,d,s
4,1,7,22,3.142857,6.000000,2.408163,1.551826,0.493763,6,2,4,1.000000,,s,s,d,d,s
3,1,4,12,3.000000,6.000000,3.000000,1.732051,0.577350,6,2,4,1.000000,,s,s,d,d,s
5,1,7,22,3.142857,6.000000,2.408163,1.551826,0.493763,6,2,4,1.000000,,s,s,d,d,s
4,3,7,23,3.285714,3.000000,2.204082,1.484615,0.451839,6,2,4,0.250000,,d,d,d,d,d
7,3,5,10,2.000000,3.000000,0.800000,0.894427,0.447214,3,1,2,1.000000,,s,s,s,d,s
1,3,5,18,3.600000,3.000000,1.440000,1.200000,0.333333,5,2,3,0.333333,,d,d,d,d,d
8,3,8,14,1.750000,3.000000,0.687500,0.829156,0.473804,3,1,2,1.000000,,s,s,s,d,s
2,1,5,20,4.000000,7.000000,3.200000,1.788854,0.447214,7,2,5,1.000000,,s,s,d,d,s
4,1,7,24,3.428571,7.000000,3.102041,1.761261,0.513701,7,2,5,1.000000,,s,s,d,d,s
3,1,4,13,3.250000,7.000000,4.687500,2.165064,0.666173,7,2,5,1.000000,,s,s,d,d,s
5,1,7,23,3.285714,7.000000,3.346938,1.829464,0.556793,7,2,5,1.000000,,s,s,d,d,s
1,2,5,19,3.800000,6.000000,2.160000,1.469694,0.386762,6,2,4,1.000000,,s,s,d,d,s
5,2,7,24,3.428571,6.000000,3.959184,1.989770,0.580350,7,2,5,0.800000,,s,s,d,d,d
6,2,4,13,3.250000,6.000000,2.687500,1.639360,0.504418,6,2,4,1.000000,,s,s,d,d,s
4,2,7,25,3.571429,6.000000,3.673469,1.916630,0.536656,7,2,5,0.800000,,s,s,d,d,d
9,8,8,16,2.000000,3.000000,0.750000,0.866025,0.433013,3,1,2,1.000000,,s,s,s,d,s
4,8,7,26,3.714286,3.000000,3.346939,1.829464,0.492548,7,2,5,0.200000,,d,d,d,d,d
12,8,6,9,1.500000,3.000000,0.583333,0.763763,0.509175,3,1,2,1.000000,,s,s,s,d,s
7,8,5,11,2.200000,3.000000,0.960000,0.979796,0.445362,3,1,2,1.000000,,s,s,s,d,s
5,8,7,25,3.571429,3.000000,3.673469,1.916630,0.536656,7,2,5,0.200000,,d,d,d,d,d
13,8,6,10,1.666667,3.000000,0.555556,0.745356,0.447214,3,1,2,1.000000,,s,s,s,d,s
3,8,4,14,3.500000,3.000000,4.250000,2.061553,0.589015,7,2,5,0.200000,,d,d,d,d,d
11,8,4,6,1.500000,3.000000,0.750000,0.866025,0.577350,3,1,2,1.000000,,s,s,s,d,s
8,9,8,15,1.875000,3.000000,0.859375,0.927025,0.494413,3,1,2,1.000000,,s,s,s,d,s
5,9,7,26,3.714286,3.000000,3.346939,1.829464,0.492548,7,2,5,0.200000,,d,d,d,d,d
10,9,5,11,2.200000,3.000000,0.960000,0.979796,0.445362,3,1,2,1.000000,,s,s,s,d,s
13,9,6,11,1.833333,3.000000,0.805556,0.897527,0.489560,3,1,2,1.000000,,s,s,s,d,s
6,9,4,14,3.500000,3.000000,2.250000,1.500000,0.428571,6,2,4,0.250000,,d,d,d,d,d
14,9,4,7,1.750000,3.000000,0.687500,0.829156,0.473804,3,1,2,1.000000,,s,s,s,d,s
4,9,7,27,3.857143,3.000000,2.979592,1.726149,0.447520,7,2,5,0.200000,,d,d,d,d,d
12,9,6,10,1.666667,3.000000,0.888889,0.942809,0.565685,3,1,2,1.000000,,s,s,s,d,s
9,10,8,17,2.125000,3.000000,0.859375,0.927025,0.436247,3,1,2,1.000000,,s,s,s,d,s
6,10,4,15,3.750000,3.000000,1.687500,1.299038,0.346410,6,3,3,0.000000,,d,d,d,d,d
14,10,4,8,2.000000,3.000000,1.000000,1.000000,0.500000,3,1,2,1.000000,,s,s,s,d,s
5,10,7,27,3.857143,3.000000,2.979592,1.726149,0.447520,7,2,5,0.200000,,d,d,d,d,d
13,10,6,12,2.000000,3.000000,1.000000,1.000000,0.500000,3,1,2,1.000000,,s,s,s,d,s
3,7,4,15,3.750000,3.000000,3.687500,1.920286,0.512076,7,2,5,0.200000,,d,d,d,d,d
11,7,4,7,1.750000,2.000000,0.687500,0.829156,0.473804,3,1,2,0.500000,,s,s,s,d,d
8,7,8,16,2.000000,2.000000,0.750000,0.866025,0.433013,3,1,2,0.500000,,s,s,s,d,d
4,7,7,28,4.000000,3.000000,2.571429,1.603567,0.400892,7,3,4,0.000000,,d,d,d,d,d
12,7,6,11,1.833333,2.000000,0.805556,0.897528,0.489560,3,1,2,0.500000,,s,s,s,d,d
1,0,5,20,4.000000,6.000000,2.800000,1.673320,0.418330,6,2,4,1.000000,,s,s,d,d,s
2,0,5,21,4.200000,6.000000,3.760000,1.939072,0.461684,7,2,5,0.800000,,s,s,d,d,d
1,0,5,21,4.200000,7.000000,3.760000,1.939072,0.461684,7,2,5,1.000000,,s,s,d,d,s
2,0,5,22,4.400000,7.000000,4.640000,2.154066,0.489560,7,2,5,1.000000,,s,s,d,d,s
1,2,5,22,4.400000,7.000000,4.640000,2.154066,0.489560,7,2,5,1.000000,,s,s,d,d,s
5,2,7,28,4.000000,7.000000,3.714286,1.927248,0.481812,7,2,5,1.000000,,s,s,d,d,s
6,2,4,16,4.000000,7.000000,3.000000,1.732051,0.433013,7,3,4,1.000000,,s,s,d,d,s
2,1,5,23,4.600000,8.000000,5.839999,2.416609,0.525350,8,2,6,1.000000,,s,s,d,d,s
4,1,7,29,4.142857,8.000000,3.551020,1.884415,0.454859,8,3,5,1.000000,,s,s,d,d,s
3,1,4,16,4.000000,8.000000,5.500000,2.345208,0.586302,8,2,6,1.000000,,s,s,d,d,s
5,1,7,29,4.142857,8.000000,4.693878,2.166536,0.522957,8,2,6,1.000000,,s,s,d,d,s
1,2,5,23,4.600000,8.000000,5.840000,2.416609,0.525350,8,2,6,1.000000,,s,s,d,d,s
5,2,7,30,4.285714,8.000000,5.632653,2.373321,0.553775,8,2,6,1.000000,,s,s,d,d,s
6,2,4,17,4.250000,8.000000,4.687500,2.165064,0.509427,8,3,5,1.000000,,s,s,d,d,s
2,1,5,24,4.800000,9.000000,7.360000,2.712932,0.565194,9,2,7,1.000000,,s,s,d,d,s
4,1,7,30,4.285714,9.000000,4.775510,2.185294,0.509902,9,3,6,1.000000,,s,s,d,d,s
3,1,4,17,4.250000,9.000000,7.687500,2.772634,0.652385,9,2,7,1.000000,,s,s,d,d,s
5,1,7,31,4.428571,9.000000,6.816327,2.610810,0.589538,9,2,7,1.000000,,s,s,d,d,s
3,4,4,18,4.500000,3.000000,6.750000,2.598076,0.577350,9,3,6,0.000000,,d,d,d,d,d
1,4,5,24,4.800000,3.000000,4.960001,2.227106,0.463980,8,3,5,0.000000,,d,d,d,d,d
8,4,8,17,2.125000,3.000000,0.859375,0.927025,0.436247,3,1,2,1.000000,,s,s,s,d,s
